,game.away.abbr,game.away.errors,game.away.hits,game.away.id,game.away.loss,game.away.market,game.away.name,game.away.probable_pitcher.era,game.away.probable_pitcher.first_name,game.away.probable_pitcher.id,game.away.probable_pitcher.jersey_number,game.away.probable_pitcher.last_name,game.away.probable_pitcher.loss,game.away.probable_pitcher.preferred_name,game.away.probable_pitcher.win,game.away.runs,game.away.win,game.away_team,game.broadcast.network,game.coverage,game.day_night,game.double_header,game.game_number,game.home.abbr,game.home.errors,game.home.hits,game.home.id,game.home.loss,game.home.market,game.home.name,game.home.probable_pitcher.era,game.home.probable_pitcher.first_name,game.home.probable_pitcher.id,game.home.probable_pitcher.jersey_number,game.home.probable_pitcher.last_name,game.home.probable_pitcher.loss,game.home.probable_pitcher.preferred_name,game.home.probable_pitcher.win,game.home.runs,game.home.win,game.home_team,game.id,game.scheduled,game.status,game.venue.address,game.venue.capacity,game.venue.city,game.venue.country,game.venue.field_orientation,game.venue.id,game.venue.location.lat,game.venue.location.lng,game.venue.market,game.venue.name,game.venue.stadium_type,game.venue.state,game.venue.surface,game.venue.zip,game.weather.forecast.cloud_cover,game.weather.forecast.condition,game.weather.forecast.dew_point_f,game.weather.forecast.humidity,game.weather.forecast.obs_time,game.weather.forecast.temp_f,game.weather.forecast.wind.direction,game.weather.forecast.wind.speed_mph
0,PIT,0,0,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,11,Pittsburgh,Pirates,2.739,Christopher,79b77d44-2221-4a47-b52a-784d9d894761,24,Archer,1,Chris,1,0,12,481dfe7e-5dab-46ab-a49f-9dcc2b6e2cfd,SportsNet LA,full,N,False,1,LAD,0,0,ef64da7f-cfaf-4300-87b0-9313386b977c,11,Los Angeles,Dodgers,3.098,Hyun-Jin,01d71849-6f8e-4394-ae98-155bd61c68e8,99,Ryu,1.0,Hyun-Jin,2.0,0,16,ef64da7f-cfaf-4300-87b0-9313386b977c,06d7c278-528e-4477-9eca-d6fc368cb20f,2019-04-27T02:10:00+00:00,scheduled,1000 Vin Scully Avenue,56000,Los Angeles,USA,NE,66a19c3d-24fe-477d-bee7-c6ef1b98352f,34.0745409,-118.2408881,Los Angeles,Dodger Stadium,outdoor,CA,grass,90012,3,Partly cloudy,52,42,2019-04-26T11:38:09.000Z,77,SW,7
1,TEX,0,0,d99f919b-1534-4516-8e8a-9cd106c6d8cd,12,Texas,Rangers,7.63,Shelby,f83736c4-6587-438f-af93-bb880f0763c5,19,Miller,1,Shelby,1,0,12,d99f919b-1534-4516-8e8a-9cd106c6d8cd,SportsNet NW,full,N,False,1,SEA,0,0,43a39081-52b4-4f93-ad29-da7f329ea960,11,Seattle,Mariners,4.684,Yusei,7160046b-1575-40ab-bd09-9d11bbac7957,18,Kikuchi,1.0,Yusei,1.0,0,17,43a39081-52b4-4f93-ad29-da7f329ea960,8fda5e38-8900-4c6f-af60-6cc812509cae,2019-04-27T02:10:00+00:00,scheduled,1516 First Avenue South,47943,Seattle,USA,NE,f1c03dac-3c0f-437c-a325-8d5702cd321a,47.5899037,-122.3337561,Seattle,T-Mobile Park,retractable,WA,grass,98134,49,Cloudy,40,44,2019-04-26T11:38:12.000Z,63,WSW,4
2,OAK,0,0,27a59d3b-ff7c-48ea-b016-4798f560f5e1,13,Oakland,Athletics,8.28,Michael,e0b021ce-33aa-46fc-b673-6bd35f220eb6,50,Fiers,2,Mike,2,0,14,27a59d3b-ff7c-48ea-b016-4798f560f5e1,SN1,full,N,False,1,TOR,0,0,1d678440-b4b1-4954-9b39-70afb3ebbcfa,14,Toronto,Blue Jays,1.761,Marcus,cc86d4d3-1618-415e-b7fc-a303f3b8dd6f,6,Stroman,3.0,Marcus,1.0,0,11,1d678440-b4b1-4954-9b39-70afb3ebbcfa,b4c3b1e2-1d1c-43c4-96d2-c1f617a97828,2019-04-26T23:07:00+00:00,scheduled,One Blue Jays Way,53506,Toronto,CAN,N,84d72338-2173-4a90-9d25-99adc6c86f4b,43.6417388,-79.3892547,Toronto,Rogers Centre,retractable,ON,turf,M5V1J3,89,Cloudy,39,78,2019-04-26T11:38:13.000Z,46,NW,22
3,TB,0,0,bdc11650-6f74-49c4-875e-778aeb7632d9,9,Tampa Bay,Rays,3.375,Charles,ff772241-8fdd-488c-a81e-49b44ce600fc,50,Morton,0,Charlie,2,0,16,bdc11650-6f74-49c4-875e-778aeb7632d9,NESN,full,N,False,1,BOS,0,0,93941372-eb4c-4c40-aced-fe3267174393,15,Boston,Red Sox,,,,,,,,,0,11,93941372-eb4c-4c40-aced-fe3267174393,490106e5-409a-4814-a141-8f009a68b456,2019-04-26T23:10:00+00:00,scheduled,4 Yawkey Way,37731,Boston,USA,NE,b27b0dc5-c2c5-401d-b8b9-a6a2dbc225e5,42.34584359999999,-71.09878189999999,Boston,Fenway Park,outdoor,MA,grass,02215,95,Mist,53,92,2019-04-26T11:38:10.000Z,55,SE,7
4,SD,0,0,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,11,San Diego,Padres,3.048,Matthew,35a8a1b4-88fe-41a7-becb-6fbf97db70f0,55,Strahm,2,Matt,0,0,14,d52d5339-cbdd-43f3-9dfa-a42fd588b9a3,MASN,full,N,False,1,WSH,0,0,d89bed32-3aee-4407-99e3-4103641b999a,12,Washington,Nationals,4.454,Maxwell,2527770b-cf48-42b9-81fa-9323756fb311,31,Scherzer,3.0,Max,1.0,0,11,d89bed32-3aee-4407-99e3-4103641b999a,2718bc6d-f350-4b2f-89e5-18768a51a5a7,2019-04-26T23:05:00+00:00,scheduled,1500 South Capitol Street SE,41313,Washington,USA,N,bb062fb1-e268-412e-b3d2-2ddb6acc1822,38.8730933,-77.0075727,Washington,Nationals Park,outdoor,DC,grass,20003,100,Heavy rain,54,78,2019-04-26T11:38:10.000Z,61,W,13
5,CLE,0,0,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,10,Cleveland,Indians,5.885,Corey,48982279-0e43-4d94-95fb-fd5e623b54b6,28,Kluber,2,Corey,2,0,14,80715d0d-0d2a-450f-a970-1b9a3b18c7e7,SportsNet SW,full,N,False,1,HOU,0,0,eb21dadd-8f10-4095-8bf3-dfb3b779f107,10,Houston,Astros,4.785,Collin,72e92087-7bd4-4266-aac9-4df87bd84722,31,McHugh,2.0,Collin,3.0,0,15,eb21dadd-8f10-4095-8bf3-dfb3b779f107,a5358983-5f63-4fcd-be58-8fd071152356,2019-04-27T00:10:00+00:00,scheduled,501 Crawford Street,41168,Houston,USA,N,f0600f04-1386-4c61-a412-804960c46cb1,29.7577058,-95.35453989999999,Houston,Minute Maid Park,retractable,TX,grass,77002,0,Sunny,51,27,2019-04-26T11:38:13.000Z,89,NNE,5
6,NYY,0,0,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,11,New York,Yankees,3.103,James,2d8511cd-e05d-40cf-8672-3d6706ae39e3,65,Paxton,2,James,2,0,14,a09ec676-f887-43dc-bbb3-cf4bbaee9a18,NBCS-BA,full,N,False,1,SF,0,0,a7723160-10b7-4277-a309-d8dd95a8ae65,14,San Francisco,Giants,3.656,Madison,f05364d7-024b-4699-b947-c8bb42c968bc,40,Bumgarner,3.0,Madison,1.0,0,11,a7723160-10b7-4277-a309-d8dd95a8ae65,c321b565-65b1-4634-81e5-cede9dad280c,2019-04-27T02:15:00+00:00,scheduled,24 Willie Mays Plaza,41915,San Francisco,USA,E,2d7542f5-7b80-49f7-9b24-c53ffdc75af6,37.7784199,-122.3906212,San Francisco,Oracle Park,outdoor,CA,grass,94107,75,Cloudy,51,52,2019-04-26T11:38:13.000Z,70,WSW,8
7,CIN,0,0,c874a065-c115-4e7d-b0f0-235584fb0e6f,14,Cincinnati,Reds,5.586,Anthony,07af23d5-a3b9-4526-9e89-8c7f9f5facb4,28,DeSclafani,1,Anthony,0,0,10,c874a065-c115-4e7d-b0f0-235584fb0e6f,FS-MW,full,N,False,1,STL,0,0,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,9,St. Louis,Cardinals,4.966,Miles,262b24b7-ce98-4885-8715-2732a61db10d,39,Mikolas,1.0,Miles,2.0,0,15,44671792-dc02-4fdd-a5ad-f5f17edaa9d7,848016cf-0a79-4365-ad53-92bab366e73d,2019-04-27T00:15:00+00:00,scheduled,700 Clark Street,45538,St. Louis,USA,NE,83cc591a-1096-4383-a6ca-e2bd6f8db629,38.6226441,-90.1928125,St. Louis,Busch Stadium,outdoor,MO,grass,63102,5,Partly cloudy,42,47,2019-04-26T11:38:12.000Z,62,NW,11
8,COL,0,0,29dd9a87-5bcc-4774-80c3-7f50d985068b,14,Colorado,Rockies,3.553,Antonio,1899170d-0079-4a00-8d65-0f9668e48d8a,49,Senzatela,1,Antonio,1,0,11,29dd9a87-5bcc-4774-80c3-7f50d985068b,FS-SO,full,N,False,1,ATL,0,0,12079497-e414-450a-8bf2-29f91de646bf,12,Atlanta,Braves,1.385,Max,1e6d6727-0aec-48da-b880-d38a8178c5db,54,Fried,0.0,Max,3.0,0,12,12079497-e414-450a-8bf2-29f91de646bf,4c8daace-e8eb-4c75-82dd-00cee259415a,2019-04-26T23:20:00+00:00,scheduled,755 Battery Avenue,41149,Atlanta,USA,S,3ca8b577-5844-42ed-81a5-bd5d5cbe350c,33.8877057,-84.4710917,Atlanta,SunTrust Park,outdoor,GA,grass,30339,7,Partly cloudy,39,33,2019-04-26T11:38:11.000Z,70,NW,16
9,MIA,0,0,03556285-bdbb-4576-a06d-42f71f46ddc5,17,Miami,Marlins,5.738,José,6fd307e1-8322-4f8c-9e3f-f71cd1ac9698,62,Ureña,3,José,1,0,8,03556285-bdbb-4576-a06d-42f71f46ddc5,NBCS-PH,full,N,False,1,PHI,0,0,2142e1ba-3b40-445c-b8bb-f1f8b1054220,12,Philadelphia,Phillies,3.6,Jerad,4b4cb838-5abb-477f-b651-0310efa62ae3,48,Eickhoff,1.0,Jerad,0.0,0,13,2142e1ba-3b40-445c-b8bb-f1f8b1054220,0aa38327-6a39-4ae6-9928-75610c2f1806,2019-04-26T23:05:00+00:00,scheduled,One Citizens Bank Way,43647,Philadelphia,USA,NE,b4186004-b6d0-42e7-8dc1-82ef0d946ecc,39.9059929,-75.1666401,Philadelphia,Citizens Bank Park,outdoor,PA,grass,19148,100,Light drizzle,58,67,2019-04-26T11:38:10.000Z,69,S,18
